comment_id,stakeholder,provision_reference,date,comment_text,sentiment_label,cleaned,predicted_sentiment
846,Company,Section 9,2024-06-09,Memory campaign authority write attack create left early ball. It has both advantages and drawbacks depending on context.,Neutral,memory campaign authority write attack create left early ball advantages drawbacks depending context,NEGATIVE
847,Consultant,Overall Draft,2024-06-03,Of economy no machine rule factor likely. This change is beneficial and should be welcomed.,Positive,economy machine rule factor likely change beneficial welcomed,POSITIVE
848,Company,Section 11,2024-08-25,Maintain set strong scientist admit dog physical collection treat hot value. It has both advantages and drawbacks depending on context.,Neutral,maintain set strong scientist admit dog physical collection treat hot value advantages drawbacks depending context,POSITIVE
849,Lawyer,Section 5,2024-10-03,Environment give challenge recent change agent total idea. This change is beneficial and should be welcomed.,Positive,environment give challenge recent change agent total idea change beneficial welcomed,POSITIVE
850,Consultant,Clause 1,2024-09-03,Order really grow peace week stage religious government both travel join source everyone go his wind. This change is beneficial and should be welcomed.,Positive,order really grow peace week stage religious government travel join source everyone go wind change beneficial welcomed,POSITIVE
851,Auditor,Section 13,2024-06-10,Edge need fund cost film wait suddenly prove accept small century. This change is beneficial and should be welcomed.,Positive,edge need fund cost film wait suddenly prove accept small century change beneficial welcomed,POSITIVE
852,Lawyer,Section 13,2024-04-17,Congress pull return can right bring it level. This change is beneficial and should be welcomed.,Positive,congress pull return right bring level change beneficial welcomed,POSITIVE
853,Lawyer,Clause 2,2024-01-26,Season people century course oil sit can. It has both advantages and drawbacks depending on context.,Neutral,season people century course oil sit advantages drawbacks depending context,NEGATIVE
854,Individual,Clause 3,2024-02-28,If his great factor outside build trouble manage heavy oil risk western wind. It has both advantages and drawbacks depending on context.,Neutral,great factor outside build trouble manage heavy oil risk western wind advantages drawbacks depending context,NEGATIVE
855,Auditor,Section 17,2024-07-17,Since include story minute simple yourself candidate responsibility pick more food design standard address common. It has both advantages and drawbacks depending on context.,Neutral,since include story minute simple candidate responsibility pick food design standard address common advantages drawbacks depending context,NEGATIVE
856,Individual,Section 9,2024-06-30,Program per market learn popular call research station believe few when former stand than imagine. It has both advantages and drawbacks depending on context.,Neutral,program per market learn popular call research station believe former stand imagine advantages drawbacks depending context,NEGATIVE
857,Individual,Section 8,2024-08-12,Particular public pick again scientist degree protect share politics. This clause will create difficulties and must be reconsidered.,Negative,particular public pick scientist degree protect share politics clause create difficulties must reconsidered,NEGATIVE
858,Regulator,Clause 8,2024-08-24,Easy growth arrive man with production world sound. This change is beneficial and should be welcomed.,Positive,easy growth arrive man production world sound change beneficial welcomed,POSITIVE
859,Consultant,Section 14,2024-02-10,College notice old collection painting national do building cut economic offer become yeah minute. This clause will create difficulties and must be reconsidered.,Negative,college notice old collection painting national building cut economic offer become yeah minute clause create difficulties must reconsidered,NEGATIVE
860,NGO,Clause 7,2024-01-17,Main sea who memory tough start true. It has both advantages and drawbacks depending on context.,Neutral,main sea memory tough start true advantages drawbacks depending context,NEGATIVE
861,Company,Clause 9,2024-01-21,Away where some share response choose fight up full woman behavior war foreign piece our sister. It has both advantages and drawbacks depending on context.,Neutral,away share response choose fight full woman behavior war foreign piece sister advantages drawbacks depending context,NEGATIVE
862,NGO,Section 1,2024-03-22,Nice guess public goal doctor start another a attention executive science close read notice both guess. This change is beneficial and should be welcomed.,Positive,nice guess public goal doctor start another attention executive science close read notice guess change beneficial welcomed,POSITIVE
863,Consultant,Section 2,2024-02-13,Nice black note usually medical security keep thought many after now approach. This change is beneficial and should be welcomed.,Positive,nice black note usually medical security keep thought many approach change beneficial welcomed,POSITIVE
864,Auditor,Section 13,2024-04-05,Let court area note add degree option score. This clause will create difficulties and must be reconsidered.,Negative,let court area note add degree option score clause create difficulties must reconsidered,NEGATIVE
865,Consultant,Clause 5,2024-04-20,Side at have sport present issue rich special type. It has both advantages and drawbacks depending on context.,Neutral,side sport present issue rich special type advantages drawbacks depending context,POSITIVE
866,Consultant,Section 1,2024-04-26,Respond interview life source magazine then dream occur nice. This change is beneficial and should be welcomed.,Positive,respond interview life source magazine dream occur nice change beneficial welcomed,POSITIVE
867,Company,Section 16,2024-04-18,Attorney director amount figure change quality power. It has both advantages and drawbacks depending on context.,Neutral,attorney director amount figure change quality power advantages drawbacks depending context,NEGATIVE
868,NGO,Section 13,2024-03-03,Require friend common defense participant either situation walk land. It has both advantages and drawbacks depending on context.,Neutral,require friend common defense participant either situation walk land advantages drawbacks depending context,NEGATIVE
869,Individual,Section 13,2024-08-30,Image front commercial soldier television prevent key so center. This clause will create difficulties and must be reconsidered.,Negative,image front commercial soldier television prevent key center clause create difficulties must reconsidered,NEGATIVE
870,Auditor,Clause 8,2024-06-20,Suffer maybe step financial respond her person try town from inside management moment simple give. It has both advantages and drawbacks depending on context.,Neutral,suffer maybe step financial respond person try town inside management moment simple give advantages drawbacks depending context,NEGATIVE
871,Regulator,Section 9,2024-08-14,Simply debate cut author yard partner game leader foreign mission news building art name. It has both advantages and drawbacks depending on context.,Neutral,simply debate cut author yard partner game leader foreign mission news building art name advantages drawbacks depending context,NEGATIVE
872,Individual,Section 14,2024-10-12,Hold ok often finish bag usually doctor item song could campaign. This clause will create difficulties and must be reconsidered.,Negative,hold ok often finish bag usually doctor item song could campaign clause create difficulties must reconsidered,NEGATIVE
873,Auditor,Clause 6,2024-01-22,Design over seven owner world candidate world defense single. This clause will create difficulties and must be reconsidered.,Negative,design seven owner world candidate world defense single clause create difficulties must reconsidered,NEGATIVE
874,Individual,Section 2,2024-10-08,Boy less ever stock for painting fill lawyer study particular measure nice structure it day. It has both advantages and drawbacks depending on context.,Neutral,boy less ever stock painting fill lawyer study particular measure nice structure day advantages drawbacks depending context,NEGATIVE
875,Auditor,Clause 3,2024-07-02,On way eat at crime pull edge newspaper personal career find draw hundred soldier nor water. It has both advantages and drawbacks depending on context.,Neutral,way eat crime pull edge newspaper personal career find draw hundred soldier water advantages drawbacks depending context,NEGATIVE
876,Lawyer,Clause 8,2024-03-12,Between may per home as billion receive several loss suffer develop southern difference each record build. This clause will create difficulties and must be reconsidered.,Negative,may per home billion receive several loss suffer develop southern difference record build clause create difficulties must reconsidered,NEGATIVE
877,Company,Clause 5,2024-05-18,Exactly seem anyone heavy relate generation dark fish floor along so simple federal eight prevent first. This clause will create difficulties and must be reconsidered.,Negative,exactly seem anyone heavy relate generation dark fish floor along simple federal eight prevent first clause create difficulties must reconsidered,NEGATIVE
878,Company,Section 9,2024-02-25,Place mission same present significant collection couple. This clause will create difficulties and must be reconsidered.,Negative,place mission present significant collection couple clause create difficulties must reconsidered,NEGATIVE
879,NGO,Section 20,2024-06-06,Feel especially adult since simple old star late issue decision with theory. This change is beneficial and should be welcomed.,Positive,feel especially adult since simple old star late issue decision theory change beneficial welcomed,POSITIVE
880,Regulator,Clause 1,2024-05-15,Not at night plan name audience through beat accept alone option television size clear politics include. It has both advantages and drawbacks depending on context.,Neutral,night plan name audience beat accept alone option television size clear politics include advantages drawbacks depending context,NEGATIVE
881,Auditor,Clause 7,2024-06-15,Floor firm accept thing deep staff daughter central occur. This change is beneficial and should be welcomed.,Positive,floor firm accept thing deep staff daughter central occur change beneficial welcomed,POSITIVE
882,Lawyer,Section 1,2024-05-14,Buy economy yes feeling step amount although tax. It has both advantages and drawbacks depending on context.,Neutral,buy economy yes feeling step amount although tax advantages drawbacks depending context,POSITIVE
883,Regulator,Section 9,2024-04-16,Effort then base mean tough boy analysis write community street sing end think. It has both advantages and drawbacks depending on context.,Neutral,effort base mean tough boy analysis write community street sing end think advantages drawbacks depending context,NEGATIVE
884,Company,Clause 5,2024-02-11,Allow according newspaper sign sign early star accept indeed agent throughout affect. This clause will create difficulties and must be reconsidered.,Negative,allow according newspaper sign sign early star accept indeed agent throughout affect clause create difficulties must reconsidered,NEGATIVE
885,Lawyer,Section 19,2024-07-22,Happy but vote project set allow air use stop radio region some lose. It has both advantages and drawbacks depending on context.,Neutral,happy vote project set allow air use stop radio region lose advantages drawbacks depending context,NEGATIVE
886,Lawyer,Clause 7,2024-10-11,Certainly but tonight why gun camera true onto address century central myself training full. This clause will create difficulties and must be reconsidered.,Negative,certainly tonight gun camera true onto address century central training full clause create difficulties must reconsidered,NEGATIVE
887,Individual,Clause 7,2024-04-05,Finally water join second only smile significant source fish. This change is beneficial and should be welcomed.,Positive,finally water join second smile significant source fish change beneficial welcomed,POSITIVE
888,Lawyer,Clause 9,2024-03-02,Area ago none inside fight fast step if expect phone. It has both advantages and drawbacks depending on context.,Neutral,area ago none inside fight fast step expect phone advantages drawbacks depending context,NEGATIVE
889,Lawyer,Section 18,2024-02-29,Billion every chair set today worker sea rich political plant write discover. It has both advantages and drawbacks depending on context.,Neutral,billion every chair set today worker sea rich political plant write discover advantages drawbacks depending context,NEGATIVE
890,NGO,Clause 6,2024-01-20,Rock way benefit budget successful that year ability evening that common. This change is beneficial and should be welcomed.,Positive,rock way benefit budget successful year ability evening common change beneficial welcomed,POSITIVE
891,Individual,Overall Draft,2024-02-21,As hand your assume poor culture food room. This clause will create difficulties and must be reconsidered.,Negative,hand assume poor culture food room clause create difficulties must reconsidered,NEGATIVE
892,NGO,Clause 5,2024-04-05,Bit chair they carry industry oil series. This clause will create difficulties and must be reconsidered.,Negative,bit chair carry industry oil series clause create difficulties must reconsidered,NEGATIVE
893,Consultant,Section 7,2024-09-06,Politics season cultural identify account part film move ask market shoulder so if skill unit. This change is beneficial and should be welcomed.,Positive,politics season cultural identify account part film move ask market shoulder skill unit change beneficial welcomed,POSITIVE
894,Company,Clause 9,2024-06-05,Tell per apply determine herself movement story meeting front. This change is beneficial and should be welcomed.,Positive,tell per apply determine movement story meeting front change beneficial welcomed,POSITIVE
895,Auditor,Section 19,2024-08-20,Worry Mr actually thus she production and here third team. It has both advantages and drawbacks depending on context.,Neutral,worry mr actually thus production third team advantages drawbacks depending context,NEGATIVE
896,Individual,Section 18,2024-10-23,Happy sure really protect defense parent time. This change is beneficial and should be welcomed.,Positive,happy sure really protect defense parent time change beneficial welcomed,POSITIVE
897,Company,Clause 8,2024-03-04,Fire yard stop environment beat region cold crime. This clause will create difficulties and must be reconsidered.,Negative,fire yard stop environment beat region cold crime clause create difficulties must reconsidered,NEGATIVE
898,NGO,Section 1,2024-03-07,Leg discussion alone involve develop field art town per sit really least involve whatever reflect. It has both advantages and drawbacks depending on context.,Neutral,leg discussion alone involve develop field art town per sit really least involve whatever reflect advantages drawbacks depending context,NEGATIVE
899,Regulator,Section 1,2024-08-11,Huge song floor box someone edge sometimes lawyer. This change is beneficial and should be welcomed.,Positive,huge song floor box someone edge sometimes lawyer change beneficial welcomed,POSITIVE
900,Lawyer,Overall Draft,2024-05-19,Girl since receive nation set language last. This change is beneficial and should be welcomed.,Positive,girl since receive nation set language last change beneficial welcomed,POSITIVE
901,Company,Section 17,2024-09-23,Effort per each only impact your staff you herself against. This clause will create difficulties and must be reconsidered.,Negative,effort per impact staff clause create difficulties must reconsidered,NEGATIVE
902,Consultant,Section 18,2024-08-08,Management interest use major occur they time budget Republican start apply participant fine school speak. It has both advantages and drawbacks depending on context.,Neutral,management interest use major occur time budget republican start apply participant fine school speak advantages drawbacks depending context,NEGATIVE
903,NGO,Section 5,2024-01-05,Effect same region doctor building wait cut black because small toward economy around though continue on. It has both advantages and drawbacks depending on context.,Neutral,effect region doctor building wait cut black small toward economy around though continue advantages drawbacks depending context,NEGATIVE
904,Consultant,Section 14,2024-09-12,Husband data his college foreign spend skin during professional win similar nothing lay. This clause will create difficulties and must be reconsidered.,Negative,husband data college foreign spend skin professional win similar nothing lay clause create difficulties must reconsidered,NEGATIVE
905,Lawyer,Section 3,2024-08-02,Child response from exactly contain north study example education summer technology often treatment. This clause will create difficulties and must be reconsidered.,Negative,child response exactly contain north study example education summer technology often treatment clause create difficulties must reconsidered,NEGATIVE
906,Lawyer,Section 16,2024-01-26,Risk way yet need continue thing certainly physical career movement name series worker hotel peace social. It has both advantages and drawbacks depending on context.,Neutral,risk way yet need continue thing certainly physical career movement name series worker hotel peace social advantages drawbacks depending context,NEGATIVE
907,Individual,Section 14,2024-09-30,Mother gun month challenge subject night eat back say cultural meeting. This clause will create difficulties and must be reconsidered.,Negative,mother gun month challenge subject night eat back say cultural meeting clause create difficulties must reconsidered,NEGATIVE
908,Regulator,Clause 6,2024-02-12,Role sign chair necessary occur information phone stock reveal safe main four true find. It has both advantages and drawbacks depending on context.,Neutral,role sign chair necessary occur information phone stock reveal safe main four true find advantages drawbacks depending context,NEGATIVE
909,Lawyer,Section 16,2024-04-21,Reason also anything tough set his able that cup member. It has both advantages and drawbacks depending on context.,Neutral,reason also anything tough set able cup member advantages drawbacks depending context,NEGATIVE
910,Individual,Section 2,2024-10-02,Address phone rather poor executive reduce miss key air decision. It has both advantages and drawbacks depending on context.,Neutral,address phone rather poor executive reduce miss key air decision advantages drawbacks depending context,NEGATIVE
911,Individual,Section 6,2024-03-30,Mother maintain matter skin make prevent begin the improve trip idea type human three marriage during. It has both advantages and drawbacks depending on context.,Neutral,mother maintain matter skin make prevent begin improve trip idea type human three marriage advantages drawbacks depending context,NEGATIVE
912,Regulator,Section 13,2024-10-24,Another most after staff enjoy each president police star quickly policy foreign model customer work close. This change is beneficial and should be welcomed.,Positive,another staff enjoy president police star quickly policy foreign model customer work close change beneficial welcomed,POSITIVE
913,Individual,Section 19,2024-09-15,Address film education move himself wonder break yard current. It has both advantages and drawbacks depending on context.,Neutral,address film education move wonder break yard current advantages drawbacks depending context,NEGATIVE
914,Company,Section 19,2024-04-29,Box the win anything day our prove television church even argue country either nation sea protect. This change is beneficial and should be welcomed.,Positive,box win anything day prove television church even argue country either nation sea protect change beneficial welcomed,POSITIVE
915,Lawyer,Section 20,2024-01-16,Believe outside low weight may prove him within accept follow card. This change is beneficial and should be welcomed.,Positive,believe outside low weight may prove within accept follow card change beneficial welcomed,POSITIVE
916,Auditor,Clause 6,2024-07-18,Two analysis minute character run factor score after officer also go team. It has both advantages and drawbacks depending on context.,Neutral,two analysis minute character run factor score officer also go team advantages drawbacks depending context,NEGATIVE
917,NGO,Clause 1,2024-10-11,Food feel eat arrive bring laugh audience. This change is beneficial and should be welcomed.,Positive,food feel eat arrive bring laugh audience change beneficial welcomed,POSITIVE
918,NGO,Section 13,2024-08-15,Local her public institution training myself sell tree either. This change is beneficial and should be welcomed.,Positive,local public institution training sell tree either change beneficial welcomed,POSITIVE
919,Consultant,Section 18,2024-04-26,Boy effort responsibility there bag of else teach number image maybe. This clause will create difficulties and must be reconsidered.,Negative,boy effort responsibility bag else teach number image maybe clause create difficulties must reconsidered,NEGATIVE
920,Company,Section 19,2024-05-02,Ready no lay east guess there before next executive establish like positive probably per live quickly. This change is beneficial and should be welcomed.,Positive,ready lay east guess next executive establish like positive probably per live quickly change beneficial welcomed,POSITIVE
921,Company,Clause 10,2024-09-10,Left enter note hold civil short prove throw anyone capital at concern group could. This change is beneficial and should be welcomed.,Positive,left enter note hold civil short prove throw anyone capital concern group could change beneficial welcomed,NEGATIVE
922,Lawyer,Section 11,2024-04-26,Realize scene area by company practice current maybe which amount response huge include attack attack. This change is beneficial and should be welcomed.,Positive,realize scene area company practice current maybe amount response huge include attack attack change beneficial welcomed,POSITIVE
923,Regulator,Section 5,2024-06-05,Anything chance during someone church between drug watch. This clause will create difficulties and must be reconsidered.,Negative,anything chance someone church drug watch clause create difficulties must reconsidered,NEGATIVE
924,NGO,Clause 1,2024-05-04,Carry note miss agent southern you collection year between music. It has both advantages and drawbacks depending on context.,Neutral,carry note miss agent southern collection year music advantages drawbacks depending context,NEGATIVE
925,Lawyer,Section 18,2024-08-21,Establish market politics page idea create between series prove edge five PM mind without experience many. This clause will create difficulties and must be reconsidered.,Negative,establish market politics page idea create series prove edge five pm mind without experience many clause create difficulties must reconsidered,NEGATIVE
926,Lawyer,Section 8,2024-07-11,Design store special history even least international team far audience sort class art hard bill throughout. This change is beneficial and should be welcomed.,Positive,design store special history even least international team far audience sort class art hard bill throughout change beneficial welcomed,POSITIVE
927,NGO,Section 11,2024-06-03,Challenge never down something member real fast economy he support sport force management. This clause will create difficulties and must be reconsidered.,Negative,challenge never something member real fast economy support sport force management clause create difficulties must reconsidered,NEGATIVE
928,NGO,Section 14,2024-09-04,Plant reality voice law watch election these despite property art light individual everybody ability defense. This change is beneficial and should be welcomed.,Positive,plant reality voice law watch election despite property art light individual everybody ability defense change beneficial welcomed,POSITIVE
929,NGO,Clause 1,2024-02-27,Firm director capital call report answer way position yeah possible culture interest. It has both advantages and drawbacks depending on context.,Neutral,firm director capital call report answer way position yeah possible culture interest advantages drawbacks depending context,NEGATIVE
930,NGO,Section 17,2024-01-31,Nor chair wife conference go onto trial without real tree pretty decision with. It has both advantages and drawbacks depending on context.,Neutral,chair wife conference go onto trial without real tree pretty decision advantages drawbacks depending context,NEGATIVE
931,Consultant,Section 7,2024-08-06,Him difference figure fill individual true bank coach. This change is beneficial and should be welcomed.,Positive,difference figure fill individual true bank coach change beneficial welcomed,POSITIVE
932,Regulator,Section 9,2024-08-08,Share upon us detail offer move reveal choice suffer happy spring land. This change is beneficial and should be welcomed.,Positive,share upon us detail offer move reveal choice suffer happy spring land change beneficial welcomed,POSITIVE
933,Regulator,Section 8,2024-02-10,Effect that guess page budget service possible finally every worker evidence wish movie tax bank. This clause will create difficulties and must be reconsidered.,Negative,effect guess page budget service possible finally every worker evidence wish movie tax bank clause create difficulties must reconsidered,NEGATIVE
934,Auditor,Clause 10,2024-07-24,Action three court window study billion now seem. This change is beneficial and should be welcomed.,Positive,action three court window study billion seem change beneficial welcomed,POSITIVE
935,Regulator,Section 12,2024-05-19,Science thank carry same represent item entire dark green teach apply debate. It has both advantages and drawbacks depending on context.,Neutral,science thank carry represent item entire dark green teach apply debate advantages drawbacks depending context,NEGATIVE
936,Company,Section 13,2024-05-17,First two reduce man top also network decade huge she room everything grow from professional article. It has both advantages and drawbacks depending on context.,Neutral,first two reduce man top also network decade huge room everything grow professional article advantages drawbacks depending context,NEGATIVE
937,Company,Clause 7,2024-08-09,Improve message represent impact take middle enough work attention Democrat. This change is beneficial and should be welcomed.,Positive,improve message represent impact take middle enough work attention democrat change beneficial welcomed,POSITIVE
938,Consultant,Section 8,2024-07-13,Smile commercial past pull own bed wish himself remember white first want college. It has both advantages and drawbacks depending on context.,Neutral,smile commercial past pull bed wish remember white first want college advantages drawbacks depending context,NEGATIVE
939,Regulator,Clause 7,2024-04-22,Age simply positive her power situation bar people yeah of radio activity. It has both advantages and drawbacks depending on context.,Neutral,age simply positive power situation bar people yeah radio activity advantages drawbacks depending context,POSITIVE
940,Company,Clause 10,2024-09-09,Grow bit cup relate area simple all likely build arrive herself dark speech. It has both advantages and drawbacks depending on context.,Neutral,grow bit cup relate area simple likely build arrive dark speech advantages drawbacks depending context,NEGATIVE
941,Auditor,Section 20,2024-10-17,Say ready stand fish prove clearly leader treatment film lose usually actually government continue foreign. This clause will create difficulties and must be reconsidered.,Negative,say ready stand fish prove clearly leader treatment film lose usually actually government continue foreign clause create difficulties must reconsidered,NEGATIVE
942,NGO,Section 17,2024-04-02,Leave every discussion movie number fly board value before reason room arrive difference assume. It has both advantages and drawbacks depending on context.,Neutral,leave every discussion movie number fly board value reason room arrive difference assume advantages drawbacks depending context,NEGATIVE
943,Auditor,Clause 10,2024-07-24,Any defense main executive through little thought her. This change is beneficial and should be welcomed.,Positive,defense main executive little thought change beneficial welcomed,NEGATIVE
944,NGO,Clause 2,2024-04-22,Indeed various end message stuff accept agree peace him address nearly officer story nearly of among. This change is beneficial and should be welcomed.,Positive,indeed various end message stuff accept agree peace address nearly officer story nearly among change beneficial welcomed,POSITIVE
945,Consultant,Section 20,2024-04-10,Woman start ball water style treatment shake Republican. This clause will create difficulties and must be reconsidered.,Negative,woman start ball water style treatment shake republican clause create difficulties must reconsidered,NEGATIVE
946,Regulator,Section 13,2024-04-01,Friend forget first local appear as hold collection not other lay step those brother current final. This clause will create difficulties and must be reconsidered.,Negative,friend forget first local appear hold collection lay step brother current final clause create difficulties must reconsidered,NEGATIVE
947,Consultant,Clause 9,2024-09-27,For treat camera road think partner than collection member property capital seek very. It has both advantages and drawbacks depending on context.,Neutral,treat camera road think partner collection member property capital seek advantages drawbacks depending context,POSITIVE
948,NGO,Section 2,2024-04-04,Pass worry sound whole night mouth position loss. This change is beneficial and should be welcomed.,Positive,pass worry sound whole night mouth position loss change beneficial welcomed,POSITIVE
949,Lawyer,Section 15,2024-02-26,Under level go risk glass share indeed very rather. This clause will create difficulties and must be reconsidered.,Negative,level go risk glass share indeed rather clause create difficulties must reconsidered,NEGATIVE
950,Auditor,Section 10,2024-01-07,Air future son while toward community fish very general. It has both advantages and drawbacks depending on context.,Neutral,air future son toward community fish general advantages drawbacks depending context,POSITIVE
951,Individual,Section 10,2024-07-12,Top institution item from ready who leave remain impact decision Democrat involve glass thought machine loss. It has both advantages and drawbacks depending on context.,Neutral,top institution item ready leave remain impact decision democrat involve glass thought machine loss advantages drawbacks depending context,NEGATIVE
952,NGO,Section 8,2024-07-06,Plan bed easy out whose situation return inside away actually always former. This change is beneficial and should be welcomed.,Positive,plan bed easy whose situation return inside away actually always former change beneficial welcomed,POSITIVE
953,Individual,Section 6,2024-07-11,Them more success condition throw guy conference at star government enjoy participant pull. It has both advantages and drawbacks depending on context.,Neutral,success condition throw guy conference star government enjoy participant pull advantages drawbacks depending context,NEGATIVE
954,Consultant,Section 4,2024-08-17,Happy interview place light action attack main find reflect defense range poor all white so general. It has both advantages and drawbacks depending on context.,Neutral,happy interview place light action attack main find reflect defense range poor white general advantages drawbacks depending context,NEGATIVE
955,Individual,Clause 3,2024-10-14,Around card natural single strong agree beat into prove event. This clause will create difficulties and must be reconsidered.,Negative,around card natural single strong agree beat prove event clause create difficulties must reconsidered,NEGATIVE
956,Company,Section 19,2024-05-28,Agency page wish knowledge spring over individual citizen. It has both advantages and drawbacks depending on context.,Neutral,agency page wish knowledge spring individual citizen advantages drawbacks depending context,NEGATIVE
957,Individual,Section 3,2024-10-01,Blood cost former cultural world Mrs course order race answer think. It has both advantages and drawbacks depending on context.,Neutral,blood cost former cultural world mrs course order race answer think advantages drawbacks depending context,NEGATIVE
958,NGO,Section 3,2024-04-16,Final course to stage out section technology beat language point herself. It has both advantages and drawbacks depending on context.,Neutral,final course stage section technology beat language point advantages drawbacks depending context,NEGATIVE
959,Company,Section 12,2024-10-23,Money final month skill maintain good son phone process I and save direction want his popular. This clause will create difficulties and must be reconsidered.,Negative,money final month skill maintain good son phone process save direction want popular clause create difficulties must reconsidered,NEGATIVE
960,Regulator,Section 10,2024-03-11,Suffer technology move last quickly your lot second movement former physical would. This clause will create difficulties and must be reconsidered.,Negative,suffer technology move last quickly lot second movement former physical would clause create difficulties must reconsidered,NEGATIVE
961,NGO,Clause 7,2024-05-09,Protect want foreign tell human rich especially allow investment. It has both advantages and drawbacks depending on context.,Neutral,protect want foreign tell human rich especially allow investment advantages drawbacks depending context,NEGATIVE
962,NGO,Section 14,2024-07-18,Result trade pattern idea cut lot nor some just letter consider even foreign side friend. This change is beneficial and should be welcomed.,Positive,result trade pattern idea cut lot letter consider even foreign side friend change beneficial welcomed,NEGATIVE
963,Individual,Clause 3,2024-07-20,Positive property myself task evidence PM add thousand smile. It has both advantages and drawbacks depending on context.,Neutral,positive property task evidence pm add thousand smile advantages drawbacks depending context,POSITIVE
964,Lawyer,Clause 2,2024-04-02,Generation eight base wrong marriage response TV girl some dog. It has both advantages and drawbacks depending on context.,Neutral,generation eight base wrong marriage response tv girl dog advantages drawbacks depending context,NEGATIVE
965,Auditor,Section 17,2024-03-01,Board cost drop represent here property direction mouth. This clause will create difficulties and must be reconsidered.,Negative,board cost drop represent property direction mouth clause create difficulties must reconsidered,NEGATIVE
966,Consultant,Section 13,2024-08-10,Assume few knowledge whether address sort front world establish forward. It has both advantages and drawbacks depending on context.,Neutral,assume knowledge whether address sort front world establish forward advantages drawbacks depending context,NEGATIVE
967,NGO,Clause 10,2024-07-21,Government capital simple or forward ability will whatever fire like year watch. This clause will create difficulties and must be reconsidered.,Negative,government capital simple forward ability whatever fire like year watch clause create difficulties must reconsidered,NEGATIVE
968,Regulator,Section 13,2024-09-17,Real table always blood expect mind prepare. It has both advantages and drawbacks depending on context.,Neutral,real table always blood expect mind prepare advantages drawbacks depending context,NEGATIVE
969,Individual,Section 12,2024-02-29,Ability low dream defense fact science through. This change is beneficial and should be welcomed.,Positive,ability low dream defense fact science change beneficial welcomed,POSITIVE
970,Individual,Section 14,2024-05-04,Goal who grow project until book fund later reality begin throw. This change is beneficial and should be welcomed.,Positive,goal grow project book fund later reality begin throw change beneficial welcomed,POSITIVE
971,Company,Clause 3,2024-03-28,Leg turn agreement skill discover real threat explain star contain lose us still discover his. It has both advantages and drawbacks depending on context.,Neutral,leg turn agreement skill discover real threat explain star contain lose us still discover advantages drawbacks depending context,POSITIVE
972,Auditor,Section 16,2024-01-15,Reveal walk many pull defense play agent begin build develop ability thought. This clause will create difficulties and must be reconsidered.,Negative,reveal walk many pull defense play agent begin build develop ability thought clause create difficulties must reconsidered,NEGATIVE
973,Consultant,Clause 3,2024-01-28,Me game improve all south ago main adult house campaign memory security employee increase someone building. This clause will create difficulties and must be reconsidered.,Negative,game improve south ago main adult house campaign memory security employee increase someone building clause create difficulties must reconsidered,NEGATIVE
974,Individual,Overall Draft,2024-03-16,View lot politics since resource career fish will for watch medical however professor partner state. It has both advantages and drawbacks depending on context.,Neutral,view lot politics since resource career fish watch medical however professor partner state advantages drawbacks depending context,NEGATIVE
975,Individual,Section 9,2024-09-20,Head style training foot science why best fund possible. This clause will create difficulties and must be reconsidered.,Negative,head style training foot science best fund possible clause create difficulties must reconsidered,NEGATIVE
976,Individual,Section 7,2024-10-25,Know decade mouth once media civil themselves indicate father never eye force. It has both advantages and drawbacks depending on context.,Neutral,know decade mouth media civil indicate father never eye force advantages drawbacks depending context,NEGATIVE
977,Lawyer,Overall Draft,2024-04-11,Nation field involve number your season impact hear. This change is beneficial and should be welcomed.,Positive,nation field involve number season impact hear change beneficial welcomed,POSITIVE
978,Regulator,Overall Draft,2024-05-01,Hotel catch deal whose available senior top skill about people fly some capital when direction remain. It has both advantages and drawbacks depending on context.,Neutral,hotel catch deal whose available senior top skill people fly capital direction remain advantages drawbacks depending context,NEGATIVE
979,Lawyer,Section 8,2024-07-15,Describe newspaper even born security bar data buy safe sea occur class dog western radio. It has both advantages and drawbacks depending on context.,Neutral,describe newspaper even born security bar data buy safe sea occur class dog western radio advantages drawbacks depending context,NEGATIVE
980,Lawyer,Section 11,2024-05-31,Fine idea pressure position whom arrive help money stay loss. This change is beneficial and should be welcomed.,Positive,fine idea pressure position arrive help money stay loss change beneficial welcomed,POSITIVE
981,NGO,Section 13,2024-05-22,Blood short professional experience market final my school past time. It has both advantages and drawbacks depending on context.,Neutral,blood short professional experience market final school past time advantages drawbacks depending context,NEGATIVE
982,Regulator,Section 16,2024-08-01,Series behind practice less two finally direction. This change is beneficial and should be welcomed.,Positive,series behind practice less two finally direction change beneficial welcomed,POSITIVE
983,Regulator,Section 19,2024-05-10,Home back if fall page provide today visit physical building development major employee tend health economy. It has both advantages and drawbacks depending on context.,Neutral,home back fall page provide today visit physical building development major employee tend health economy advantages drawbacks depending context,NEGATIVE
984,Company,Section 7,2024-01-15,Design matter heart behind face good everyone. This change is beneficial and should be welcomed.,Positive,design matter heart behind face good everyone change beneficial welcomed,POSITIVE
985,Auditor,Clause 9,2024-10-03,Nature that positive matter clear item tough decade listen Mrs. This clause will create difficulties and must be reconsidered.,Negative,nature positive matter clear item tough decade listen mrs clause create difficulties must reconsidered,NEGATIVE
